,0
2024-07-17,-0.011556192977203951
2024-07-18,0.0019909388760345464
2024-07-19,0.002559767362683512
2024-07-22,0.006505263489595529
2024-07-23,-0.008755230376270368
2024-07-24,-0.009386475662680855
2024-07-25,0.004540745471038128
2024-07-26,0.0028402312054460694
2024-07-29,0.002488786058709264
2024-07-30,0.0032141403937883902
2024-07-31,-0.004545265615255119
2024-08-01,0.002350911020276162
2024-08-02,0.0028106577537150325
2024-08-05,-0.0048047510499165105
2024-08-06,0.014699167692415622
2024-08-07,0.004177078300175027
2024-08-08,-0.008410169875046874
2024-08-09,0.005558316869029932
2024-08-12,-0.006772662781546363
2024-08-13,0.00654503844458194
2024-08-14,0.009353397444245173
2024-08-15,-0.005608537104037806
2024-08-16,0.00787767711522808
2024-08-19,0.003715568605594373
2024-08-20,0.006809428798322062
2024-08-21,0.014933645297166082
2024-08-22,-0.001259721703716946
2024-08-23,-0.0051024717477494005
2024-08-26,-0.00612885895731219
2024-08-27,-0.005571707993411292
2024-08-28,1.2403955901845874e-05
2024-08-29,0.003174104622790694
2024-08-30,0.002686823938343545
2024-09-02,0.006848155711317316
2024-09-03,0.0006935231594732168
2024-09-04,0.011582922924712467
2024-09-05,-0.0014053795148234044
2024-09-06,0.021157784206157975
2024-09-09,0.0053248386827797235
2024-09-10,-0.005884263986697048
2024-09-11,-0.007499948278345969
2024-09-12,0.004242386738615686
2024-09-13,-0.001093981782619091
2024-09-16,0.005992574504795002
2024-09-17,0.004172578282839663
2024-09-18,4.470326339429617e-05
2024-09-19,-0.00580592073270688
2024-09-20,-0.010855930564119569
2024-09-23,-0.002780097675736944
2024-09-24,0.00706900447488227
2024-09-25,0.0022136346787329925
2024-09-26,-0.008821661924822602
2024-09-27,0.0019043628427299363
2024-09-30,0.0035079637026482167
2024-10-01,-0.006086096106542862
2024-10-02,0.0017572906683778768
2024-10-03,0.0010352546470777917
2024-10-04,-0.008044805230456923
2024-10-07,0.0032998563173061222
2024-10-08,0.00483437065484807
2024-10-09,0.008782335942612733
2024-10-10,0.00856123284030638
2024-10-11,-0.009818963437579046
2024-10-14,-0.006494052844489441
2024-10-15,0.004488538762271847
2024-10-16,0.004479094818759648
2024-10-17,0.004488632641823838
2024-10-18,0.029719150645465417
2024-10-21,0.004910764715640324
2024-10-22,0.00917930747040301
2024-10-23,0.007806813571009727
2024-10-24,0.005519293115690435
2024-10-25,-0.0017879733828920115
2024-10-28,0.00633250612431733
2024-10-29,-0.005246771403580631
2024-10-30,-0.001194942302667242
2024-10-31,-0.003073765456224223
2024-11-01,0.0012141484141628034
2024-11-04,0.018092412202219015
2024-11-05,-0.013519959994490169
2024-11-06,0.005782877519280393
2024-11-07,-0.011595747992118172
2024-11-08,-0.0029722314837491957
2024-11-11,0.008826930865555171
2024-11-12,0.0010811493660868882
2024-11-13,-0.00755174664533184
2024-11-14,-0.004811949695001692
2024-11-15,0.005732514195925131
2024-11-18,-0.004925814685971743
2024-11-19,0.0022315112300315297
2024-11-20,0.000939728824304212
2024-11-21,-0.004330397544671143
2024-11-22,0.01680193205289998
2024-11-25,0.005387215479257128
2024-11-26,-0.014713400915453619
2024-11-27,0.002004700231680561
2024-11-28,-0.00440739735277837
2024-11-29,0.007039028418473153
2024-12-02,-0.0053956555697738905
2024-12-03,-0.0002720878774417154
2024-12-04,0.004412583110762336
2024-12-05,0.0071397322096283175
2024-12-06,-0.008478149883716011
2024-12-09,-0.00193335357127309
2024-12-10,-0.0029950109895849892
2024-12-11,-0.004343466686586822
2024-12-12,0.013940817726233101
2024-12-13,0.0036566120744727496
2024-12-16,-0.008936148691282621
2024-12-17,0.007533622237513728
