Date,Close,High,Low,Open,Volume,Ticker
21-01-2016,21.73370552,22.09029044,21.4267704,21.90522677,208646000,AAPL
22-01-2016,22.88922501,22.89825271,22.20087919,22.2595567,263202000,AAPL
25-01-2016,22.44236946,22.91405559,22.39046057,22.91179823,207178000,AAPL
26-01-2016,22.5664978,22.76735959,22.13317812,22.5529571,300308000,AAPL
27-01-2016,21.08372307,21.80817964,21.06566766,21.67502486,533478800,AAPL
28-01-2016,21.23493576,21.33198145,20.8512677,21.16723054,222715200,AAPL
29-01-2016,21.96842194,21.96842194,21.29361675,21.3929198,257666000,AAPL
01-02-2016,21.76304245,21.82623467,21.53058464,21.77207016,163774000,AAPL
02-02-2016,21.3229599,21.67503192,21.27782136,21.53510502,149428800,AAPL
03-02-2016,21.74499702,21.85558345,21.232687,21.44031915,183857200,AAPL
04-02-2016,21.91971207,22.08535869,21.59976685,21.75179757,185886800,AAPL
05-02-2016,21.33428192,21.99232757,21.25940222,21.90156236,185672400,AAPL
08-02-2016,21.55892181,21.71549001,21.11190464,21.1323259,216085600,AAPL
09-02-2016,21.55438042,21.76994796,21.31385414,21.39554264,177324800,AAPL
10-02-2016,21.39100838,21.86298608,21.35243373,21.76541378,169374400,AAPL
11-02-2016,21.26166534,21.49311668,21.00979275,21.28208834,200298800,AAPL
12-02-2016,21.32746315,21.44318878,21.10509031,21.3728466,161405600,AAPL
16-02-2016,21.92878914,21.97644048,21.46815777,21.56119085,196231600,AAPL
17-02-2016,22.26461792,22.28503918,21.81760076,21.93559431,179452800,AAPL
18-02-2016,21.84256363,22.43934195,21.80398725,22.42799565,156084000,AAPL
19-02-2016,21.79264259,21.95601961,21.73818416,21.7835659,141496800,AAPL
22-02-2016,21.98324966,21.98778888,21.7654142,21.8539098,137123200,AAPL
23-02-2016,21.48630905,21.89701943,21.45454149,21.87432857,127770400,AAPL
24-02-2016,21.80625916,21.86979429,21.1754436,21.32520646,145022800,AAPL
25-02-2016,21.95602226,21.95602226,21.6133844,21.79491483,110330800,AAPL
26-02-2016,21.99005699,22.24192788,21.91517557,22.05585999,115964400,AAPL
29-02-2016,21.94014168,22.28958668,21.93106498,21.97871634,140865200,AAPL
01-03-2016,22.81147575,22.86593418,22.1057789,22.15796945,201628400,AAPL
02-03-2016,22.86140442,22.89317199,22.60953174,22.80694598,132678400,AAPL
03-03-2016,23.03158379,23.07923513,22.79332533,22.82282502,147822800,AAPL
04-03-2016,23.37422371,23.54213823,23.00208788,23.22900006,184220400,AAPL
07-03-2016,23.11554718,23.33338269,22.90905624,23.23354077,143315600,AAPL
08-03-2016,22.92493629,23.09058294,22.78198225,22.86820825,126247600,AAPL
09-03-2016,22.94535637,23.04973575,22.75247966,22.9884685,108806800,AAPL
10-03-2016,22.95670319,23.19949913,22.72525354,23.01116335,134054400,AAPL
11-03-2016,23.20403862,23.2085761,23.03158489,23.19949941,109632800,AAPL
14-03-2016,23.26303291,23.35153024,23.09511841,23.12461809,100304400,AAPL
15-03-2016,23.73047447,23.86662142,23.56482783,23.58978831,160270800,AAPL
16-03-2016,24.04587936,24.12302866,23.73273951,23.73727872,153214000,AAPL
17-03-2016,24.00730324,24.15933394,23.81669615,23.94376639,137682800,AAPL
18-03-2016,24.03453636,24.16614583,23.86889145,24.12983906,176820800,AAPL
21-03-2016,24.03227043,24.42709715,23.85754708,24.03680791,142010800,AAPL
22-03-2016,24.21606064,24.34540047,23.87342287,23.88249956,129777600,AAPL
23-03-2016,24.08217621,24.2954741,24.0299874,24.16159681,102814000,AAPL
24-03-2016,23.97781372,24.10942322,23.80082247,23.93243197,104532000,AAPL
28-03-2016,23.86889458,24.09580677,23.83939488,24.0526929,77645600,AAPL
29-03-2016,24.43390274,24.45886322,23.79854797,23.80081757,124760400,AAPL
30-03-2016,24.8604908,25.05563536,24.64265538,24.65400167,182404400,AAPL
31-03-2016,24.73115158,24.93764244,24.70619111,24.89679819,103553600,AAPL
01-04-2016,24.95806694,24.96033655,24.55189398,24.68350345,103496000,AAPL
04-04-2016,25.21447945,25.45727538,25.02160273,25.0556399,149424800,AAPL
05-04-2016,24.91721916,25.12597963,24.82872357,24.84914657,106314800,AAPL
06-04-2016,25.17817116,25.18271037,24.7788053,25.01252626,105616400,AAPL
07-04-2016,24.62904167,25.05563583,24.533739,24.94898686,127207600,AAPL
08-04-2016,24.6562748,24.90814569,24.5450866,24.71300283,94326800,AAPL
11-04-2016,24.73795891,25.09875008,24.69484678,24.72661434,117630000,AAPL
12-04-2016,25.06017303,25.07378721,24.65626977,24.81056834,108929200,AAPL
13-04-2016,25.42323685,25.49130945,25.14186627,25.14186627,133029200,AAPL
14-04-2016,25.43684578,25.5026505,25.26212423,25.32792894,101895600,AAPL
15-04-2016,24.92630386,25.48223977,24.89907551,25.4391259,187756000,AAPL
18-04-2016,24.38851738,24.72207677,24.26598462,24.70846259,243286000,AAPL
19-04-2016,24.25917244,24.50650579,24.10487215,24.47927571,129539600,AAPL
20-04-2016,24.30909348,24.52692889,24.06629759,24.19790703,122444000,AAPL
21-04-2016,24.04587936,24.26371481,23.94376786,24.26371481,126210000,AAPL
22-04-2016,23.98007584,24.16160625,23.73954951,23.82804511,134732400,AAPL
25-04-2016,23.8439312,23.97327107,23.71459133,23.82577781,112126400,AAPL
26-04-2016,23.67828369,23.89385128,23.57844352,23.57844352,224064800,AAPL
27-04-2016,22.19654655,22.39849823,21.71095469,21.78356651,458408400,AAPL
28-04-2016,21.51807976,22.21016078,21.38647029,22.14889526,328970800,AAPL
29-04-2016,21.2707386,21.49311321,20.9916377,21.32746662,274126000,AAPL
02-05-2016,21.2480526,21.34789449,20.96668203,21.32293402,192640400,AAPL
03-05-2016,21.59749794,21.72456819,21.25712972,21.37512328,227325200,AAPL
04-05-2016,21.37285042,21.76086989,21.28889232,21.60203038,164102000,AAPL
05-05-2016,21.28610611,21.47559032,21.15826218,21.45960983,143562000,AAPL
06-05-2016,21.16739273,21.33404616,20.96877658,21.31578399,174799600,AAPL
09-05-2016,21.18336868,21.40709549,21.13770891,21.23131014,131745600,AAPL
10-05-2016,21.32720184,21.36144625,21.02813759,21.30665624,134747200,AAPL
11-05-2016,21.11944008,21.36143072,21.1080247,21.34088514,114876400,AAPL
12-05-2016,20.62405586,21.18109315,20.42544142,21.16739608,305258800,AAPL
13-05-2016,20.66514587,20.92768399,20.54643391,20.54643391,177571200,AAPL
16-05-2016,21.43220711,21.54863736,20.92311325,21.09205006,245039200,AAPL
17-05-2016,21.34317207,21.61940717,21.2335921,21.58516452,187667600,AAPL
18-05-2016,21.58744812,21.73583935,21.43449178,21.49613205,168249600,AAPL
19-05-2016,21.50526047,21.60571023,21.3614361,21.60571023,121768400,AAPL
20-05-2016,21.73811531,21.78605675,21.57830876,21.60570461,128104000,AAPL
23-05-2016,22.01436424,22.18786796,21.84086052,21.88652031,152074400,AAPL
24-05-2016,22.34995079,22.3933254,22.10795831,22.19471102,140560800,AAPL
25-05-2016,22.74261856,22.77001269,22.39789459,22.52573851,152675200,AAPL
26-05-2016,22.922966,22.9960199,22.51888527,22.75631087,225324800,AAPL
27-05-2016,22.90926743,22.93666329,22.65814476,22.70152111,145364800,AAPL
31-05-2016,22.79740715,22.92068595,22.55998151,22.73805031,169228800,AAPL
01-06-2016,22.47779274,22.7243503,22.44811519,22.60563663,116693200,AAPL
02-06-2016,22.30885887,22.336253,22.06001785,22.281463,160766400,AAPL
03-06-2016,22.3545208,22.43442325,22.24722247,22.32484324,114019600,AAPL
06-06-2016,22.5166111,23.26084918,22.27005518,22.37050324,93170000,AAPL
07-06-2016,22.6079216,22.79968919,22.59194111,22.65814649,89638000,AAPL
08-06-2016,22.58737373,22.72891468,22.5280169,22.6056359,83392400,AAPL
09-06-2016,22.74946976,22.82708879,22.47779967,22.48693163,106405600,AAPL
10-06-2016,22.56226158,22.68097351,22.48235915,22.49377279,126851600,AAPL
13-06-2016,22.22210693,22.62847116,22.16731694,22.53030481,152082000,AAPL
14-06-2016,22.24949837,22.48235886,22.08741009,22.2175374,127727600,AAPL
15-06-2016,22.17644691,22.46638085,22.15133447,22.33168668,117780800,AAPL
16-06-2016,22.27005005,22.31570809,21.93217462,22.0189256,125307200,AAPL
17-06-2016,21.76324081,22.06458846,21.75639228,22.05773992,244032800,AAPL
20-06-2016,21.71072578,22.04631773,21.6947453,21.91619042,137647600,AAPL
21-06-2016,21.89564514,21.99609316,21.61484318,21.67420002,142185600,AAPL
22-06-2016,21.81346512,22.11937786,21.76780533,21.97327002,116876400,AAPL
23-06-2016,21.93902397,21.98240033,21.74497468,21.90249789,128960800,AAPL
24-06-2016,21.32263374,21.61028432,21.15141345,21.21077031,301245600,AAPL
27-06-2016,21.01214981,21.24272691,20.88887102,21.23131153,181958400,AAPL
28-06-2016,21.36600304,21.38198526,21.03497792,21.20848159,161779600,AAPL
29-06-2016,21.55091667,21.58516106,21.37512962,21.45275035,146124000,AAPL
30-06-2016,21.8248806,21.86369012,21.52809979,21.56006077,143345600,AAPL
01-07-2016,21.89107895,22.02348969,21.76323506,21.79976114,104106000,AAPL
05-07-2016,21.68561363,21.77921487,21.56461827,21.77693144,110820800,AAPL
06-07-2016,21.80889511,21.8385744,21.54407535,21.59658192,123796400,AAPL
07-07-2016,21.90249062,22.03033449,21.82943673,21.84769889,100558400,AAPL
08-07-2016,22.07143974,22.11938122,21.92761531,22.02806337,115648400,AAPL
11-07-2016,22.13992119,22.29287753,22.08284777,22.08741288,95179600,AAPL
12-07-2016,22.24037361,22.30429557,22.17188654,22.18330018,96670000,AAPL
13-07-2016,22.11480713,22.29744101,22.10795686,22.23808591,103568800,AAPL
14-07-2016,22.55313492,22.59879296,22.2175429,22.23352339,155676000,AAPL
15-07-2016,22.55084801,22.66956169,22.48692606,22.58280898,120548000,AAPL
18-07-2016,22.79055977,22.85904683,22.50975776,22.53258678,145975600,AAPL
19-07-2016,22.79969406,22.82937162,22.67869693,22.72892182,95119600,AAPL
20-07-2016,22.8202343,22.93438113,22.77000941,22.82936625,105104000,AAPL
21-07-2016,22.69923782,23.05765879,22.63074903,22.79055563,130808000,AAPL
22-07-2016,22.52345467,22.66956248,22.44355049,22.66043052,113254800,AAPL
25-07-2016,22.22210693,22.56454747,22.126224,22.42985503,161531600,AAPL
26-07-2016,22.06915283,22.36593536,22.0120794,22.10339724,224959200,AAPL
27-07-2016,23.50283432,23.82244583,23.45717628,23.80418192,369379200,AAPL
28-07-2016,23.82016754,23.84527999,23.47316183,23.47544525,159479200,AAPL
29-07-2016,23.79047966,23.8681004,23.66948431,23.78591455,110934800,AAPL
01-08-2016,24.21054459,24.23337361,23.8361431,23.8361431,152671600,AAPL
02-08-2016,23.85212898,24.21511517,23.74254723,24.21055006,135266400,AAPL
03-08-2016,24.15119171,24.16260535,23.91833115,23.92746311,120810400,AAPL
04-08-2016,24.30038452,24.33022284,24.16496067,24.23382049,109634800,AAPL
05-08-2016,24.66992569,24.70894543,24.3715355,24.39219239,162213600,AAPL
08-08-2016,24.87420464,24.87420464,24.59647312,24.67910244,112148800,AAPL
09-08-2016,24.97520256,25.00504263,24.79157929,24.84207626,105260800,AAPL
10-08-2016,24.78928185,24.99585954,24.73419504,24.95224821,96034000,AAPL
11-08-2016,24.77321434,25.00274472,24.75485149,24.90863643,109938000,AAPL
12-08-2016,24.83060074,24.89027914,24.73878822,24.73878822,74641600,AAPL
15-08-2016,25.12898827,25.14275953,24.80764536,24.82141663,103472800,AAPL
16-08-2016,25.10603905,25.30114132,25.06701929,25.16342166,135177600,AAPL
17-08-2016,25.06931114,25.10374105,24.86732326,25.04176686,101424000,AAPL
18-08-2016,25.0371685,25.1565235,25.02339549,25.0715984,87938800,AAPL
19-08-2016,25.10144615,25.17719161,24.87191574,24.9660223,101472400,AAPL
22-08-2016,24.90634537,25.04176747,24.75485446,24.98668066,103280800,AAPL
23-08-2016,24.98437881,25.09225836,24.91092917,24.92470043,85030800,AAPL
24-08-2016,24.79617119,24.96143337,24.71583589,24.92011783,94700400,AAPL
25-08-2016,24.69058609,24.76173996,24.48630417,24.64927055,100344800,AAPL
26-08-2016,24.54597664,24.77780104,24.40137139,24.65385619,111065200,AAPL
29-08-2016,24.51843262,24.66074207,24.39678181,24.47252725,99881200,AAPL
30-08-2016,24.33021736,24.44498254,24.21545219,24.28431199,99455600,AAPL
31-08-2016,24.35316849,24.46104803,24.24758474,24.25217633,118649600,AAPL
01-09-2016,24.49777985,24.5138469,24.24300097,24.362356,106806000,AAPL
02-09-2016,24.72730827,24.7892807,24.51843479,24.72042089,107210000,AAPL
06-09-2016,24.72042656,24.85814622,24.67681697,24.7663337,107521600,AAPL
07-09-2016,24.8719101,24.96372259,24.57581572,24.75025928,169457200,AAPL
08-09-2016,24.220047,24.6217252,24.15577877,24.61713536,212008000,AAPL
09-09-2016,23.67147255,24.26595727,23.67147255,24.01806399,186228000,AAPL
12-09-2016,24.20168495,24.26595318,23.53375067,23.56129495,181171200,AAPL
13-09-2016,24.77781296,24.97061946,24.61484654,24.67682074,248704800,AAPL
14-09-2016,25.65461159,25.94382038,24.92700065,24.95684072,443554800,AAPL
15-09-2016,26.5268383,26.56356402,26.04941447,26.13434138,359934400,AAPL
16-09-2016,26.37763596,26.65536756,26.17564981,26.42354309,319547600,AAPL
19-09-2016,26.07006454,26.66684326,25.99431909,26.43960865,188092000,AAPL
20-09-2016,26.06776237,26.19400477,25.82446076,25.94840736,138057200,AAPL
21-09-2016,26.06317139,26.16416355,25.80839256,26.13202944,144012800,AAPL
22-09-2016,26.30877686,26.38222652,26.16646737,26.24680266,124296000,AAPL
23-09-2016,25.87037277,26.34779645,25.6041184,26.26286957,209924800,AAPL
26-09-2016,25.90938759,26.02644857,25.60411353,25.62477042,119477600,AAPL
27-09-2016,25.95759392,25.97825257,25.78544611,25.93693702,98429600,AAPL
28-09-2016,26.15499496,26.31337154,26.0356399,26.09531831,118564400,AAPL
29-09-2016,25.74872208,26.12056198,25.66150115,25.97366265,143548000,AAPL
30-09-2016,25.94841194,26.0218616,25.66149895,25.8129881,145516400,AAPL
03-10-2016,25.82676125,25.94841384,25.77167444,25.87037258,86807200,AAPL
04-10-2016,25.93693542,26.23761969,25.85200855,25.95070669,118947200,AAPL
05-10-2016,25.94841194,26.08842562,25.86578086,26.02874723,85812400,AAPL
06-10-2016,26.14121437,26.24450234,25.96677079,26.09760304,115117200,AAPL
07-10-2016,26.18023491,26.2950001,26.05399425,26.2376175,97433600,AAPL
10-10-2016,26.63699913,26.79766968,26.33172333,26.40058139,144944000,AAPL
11-10-2016,26.69439125,27.24296887,26.67143681,27.01573247,256164000,AAPL
12-10-2016,26.93310165,27.08000275,26.79767953,26.93539745,150347200,AAPL
13-10-2016,26.8504734,26.9560572,26.56126454,26.80686206,140769600,AAPL
14-10-2016,26.9996624,27.12360903,26.88489719,27.057045,142608800,AAPL
17-10-2016,26.98129654,27.04785881,26.80455717,26.93079958,94499600,AAPL
18-10-2016,26.96293831,27.13279033,26.95834672,27.12590469,98214000,AAPL
19-10-2016,26.88259888,27.02949818,26.12055808,26.9124372,80138400,AAPL
20-10-2016,26.86882782,26.94227748,26.70127161,26.82292244,96503200,AAPL
21-10-2016,26.76324272,26.83439833,26.68979307,26.81144389,92770800,AAPL
24-10-2016,27.00426292,27.02491983,26.85506775,26.87802045,94154800,AAPL
25-10-2016,27.14196777,27.16721626,26.92620865,27.07310796,192516000,AAPL
26-10-2016,26.53141975,26.55666824,26.00809069,26.2376211,264536800,AAPL
27-10-2016,26.27663994,26.59339125,26.18941727,26.48551168,138248000,AAPL
28-10-2016,26.10219574,26.44419552,26.04022155,26.13662565,151446800,AAPL
31-10-2016,26.06088257,26.21925911,25.98284132,26.08613105,105677600,AAPL
01-11-2016,25.59034729,26.11367639,25.36999829,26.04252252,175303200,AAPL
02-11-2016,25.6132946,25.78773818,25.53066527,25.56968502,113326800,AAPL
03-11-2016,25.33875465,25.71480946,25.27415645,25.6040702,107730400,AAPL
04-11-2016,25.11035156,25.4356519,24.94193508,25.03883238,123348000,AAPL
07-11-2016,25.47256851,25.49563905,25.25339402,25.39643416,130240000,AAPL
08-11-2016,25.62251854,25.77478719,25.30875443,25.44948694,97016800,AAPL
09-11-2016,25.58099747,25.68250993,24.92809274,25.35028861,236705600,AAPL
10-11-2016,24.86810875,25.62944695,24.41591959,25.62944695,228538000,AAPL
11-11-2016,25.01576042,25.11727288,24.58202842,24.71353239,136575600,AAPL
14-11-2016,24.38823509,24.87272338,24.01218026,24.84965284,204702000,AAPL
15-11-2016,24.71122169,24.84272565,24.49204902,24.58663872,129058000,AAPL
16-11-2016,25.37566376,25.43103514,24.59356096,24.61663149,235362000,AAPL
17-11-2016,25.3664341,25.45871798,25.10804134,25.334135,110528000,AAPL
18-11-2016,25.39182091,25.50256195,25.29953876,25.31338073,113715600,AAPL
21-11-2016,25.77710915,25.8370922,25.38028951,25.40566763,117058400,AAPL
22-11-2016,25.79325676,25.93629516,25.70097284,25.82786169,103862000,AAPL
23-11-2016,25.66175079,25.726349,25.45411244,25.69174232,109705600,AAPL
25-11-2016,25.79094505,25.80940219,25.59714869,25.63867635,45903600,AAPL
28-11-2016,25.74019241,25.94783078,25.69866474,25.70789331,108776000,AAPL
29-11-2016,25.7148056,25.84630956,25.39412047,25.55792353,114115200,AAPL
30-11-2016,25.49794197,25.88553292,25.44026476,25.74710796,144649200,AAPL
01-12-2016,25.26031303,25.59484194,25.15418717,25.46333796,148347600,AAPL
02-12-2016,25.35490417,25.39873766,25.11265917,25.18648593,106112000,AAPL
05-12-2016,25.17263794,25.38488962,24.97422823,25.37796864,137298000,AAPL
06-12-2016,25.3664341,25.46102556,25.19109666,25.26261583,104782000,AAPL
07-12-2016,25.61560631,25.65252057,25.18418183,25.20725237,119994800,AAPL
08-12-2016,25.86707687,25.93859605,25.51639844,25.57638323,108273200,AAPL
09-12-2016,26.28927612,26.46230778,25.9109137,25.9109137,137610400,AAPL
12-12-2016,26.13931465,26.53151901,25.95243928,26.13700707,105497600,AAPL
13-12-2016,26.57535362,26.7437701,26.24313231,26.26389526,174935200,AAPL
14-12-2016,26.57535362,26.8083683,26.52690497,26.54074694,136127200,AAPL
15-12-2016,26.7206974,26.93064329,26.58458003,26.61918495,186098000,AAPL
16-12-2016,26.75531006,26.87758549,26.68148328,26.8706645,177404400,AAPL
19-12-2016,26.90987396,27.08059798,26.70454327,26.71607942,111117600,AAPL
20-12-2016,26.98139763,27.10828819,26.91910702,26.93294898,85700000,AAPL
21-12-2016,27.00677681,27.08521873,26.94217861,26.94679378,95132800,AAPL
22-12-2016,26.8291378,26.87989404,26.67917667,26.84297977,104343600,AAPL
23-12-2016,26.88220024,26.88220024,26.66764089,26.66764089,56998000,AAPL
27-12-2016,27.05291939,27.17750237,26.87527259,26.88219358,73187600,AAPL
28-12-2016,26.93756676,27.22825865,26.8083686,27.11290422,83623600,AAPL
29-12-2016,26.93064117,27.01830989,26.85450684,26.86604123,60158000,AAPL
30-12-2016,26.7206974,27.03907496,26.6307211,26.91218616,122345200,AAPL
03-01-2017,26.79684067,26.83836834,26.47615542,26.7160929,115127600,AAPL
04-01-2017,26.7668457,26.87989433,26.70455507,26.72762561,84472400,AAPL
05-01-2017,26.90295601,26.96063321,26.71838825,26.74376636,88774400,AAPL
06-01-2017,27.20288277,27.26055998,26.87066144,26.94218063,127007600,AAPL
09-01-2017,27.45204353,27.55355598,27.20980031,27.21210614,134247600,AAPL
10-01-2017,27.47973061,27.54202122,27.29285701,27.40128868,97848400,AAPL
11-01-2017,27.62738609,27.66891376,27.36207055,27.39436965,110354400,AAPL
12-01-2017,27.51202965,27.52356579,27.27209224,27.4312819,108344800,AAPL
13-01-2017,27.46357918,27.59739072,27.41051537,27.47972873,104447600,AAPL
17-01-2017,27.6850605,27.74043013,27.27439905,27.30208299,137759200,AAPL
18-01-2017,27.68275452,27.80041652,27.61815632,27.6850621,94852000,AAPL
19-01-2017,27.63430786,27.70582705,27.53971814,27.54663913,102389200,AAPL
20-01-2017,27.6850605,27.78887877,27.62276989,27.78887877,130391600,AAPL
23-01-2017,27.70352364,27.87194014,27.63200268,27.6850665,88200800,AAPL
24-01-2017,27.67814445,27.70813598,27.569711,27.58124715,92844000,AAPL
25-01-2017,28.11879158,28.1695478,27.7496578,27.7819569,129510400,AAPL
26-01-2017,28.13264084,28.24799528,28.05419891,28.07034846,105350400,AAPL
27-01-2017,28.13494492,28.22722881,28.05419717,28.17878016,82251600,AAPL
30-01-2017,28.06111908,28.06111908,27.83733296,27.89962358,121510000,AAPL
31-01-2017,27.996521,28.00574956,27.82810451,27.95037993,196804000,AAPL
01-02-2017,29.70376968,30.10520442,29.30233671,29.30695011,447940000,AAPL
02-02-2017,29.65301132,29.85142109,29.47997967,29.5261225,134841600,AAPL
03-02-2017,29.77990341,29.80528153,29.56765166,29.60225658,98029200,AAPL
06-02-2017,30.05905914,30.10750956,29.73837393,29.79143951,107383600,AAPL
07-02-2017,30.34513283,30.47432921,30.09596686,30.11672981,152735200,AAPL
08-02-2017,30.46279526,30.50432468,30.27361583,30.30360911,92016400,AAPL
09-02-2017,30.68291664,30.68986763,30.38169412,30.50449966,113399600,AAPL
10-02-2017,30.61340714,30.80341031,30.59718934,30.69219092,80262000,AAPL
13-02-2017,30.88450432,31.00731339,30.75938296,30.83584739,92141600,AAPL
14-02-2017,31.28536034,31.30157813,30.87523428,30.92621056,132904800,AAPL
15-02-2017,31.39889717,31.57499834,31.19267622,31.40121652,142492400,AAPL
16-02-2017,31.36183739,31.4892746,31.24366345,31.43598248,90338400,AAPL
17-02-2017,31.44756126,31.47304941,31.30390274,31.30390274,88792800,AAPL
21-02-2017,31.67463493,31.6862211,31.50780409,31.56573137,98028800,AAPL
22-02-2017,31.76964569,31.77196151,31.53793651,31.61208161,83347600,AAPL
23-02-2017,31.63524055,31.85536347,31.58194846,31.83219469,83152800,AAPL
24-02-2017,31.66536522,31.66536522,31.34560554,31.4915834,87106400,AAPL
27-02-2017,31.72792816,31.84610208,31.57731865,31.77658863,81029600,AAPL
28-02-2017,31.74183083,31.84609921,31.67463321,31.7626838,93931600,AAPL
01-03-2017,32.39061737,32.4740328,31.88317735,31.95037144,145658400,AAPL
02-03-2017,32.19829559,32.50414974,32.15195095,32.43927148,104844000,AAPL
03-03-2017,32.38830185,32.39988801,32.11256742,32.15659272,84432400,AAPL
06-03-2017,32.28634262,32.38597936,32.11488016,32.29329361,87000000,AAPL
07-03-2017,32.32805252,32.43463672,32.15890234,32.22146479,69785200,AAPL
08-03-2017,32.20756149,32.39292946,32.16585556,32.19597533,74828800,AAPL
09-03-2017,32.13341904,32.15890718,31.75573558,32.14732455,88623600,AAPL
10-03-2017,32.24000168,32.29097796,32.12414714,32.26548982,78451200,AAPL
